"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","total_sq_footage","total_baths","logsaleprice","logBSMTFinSF1","logTotalBSMTSF","logGrLivArea"
644,60,"RL",80,10793,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",5,5,1969,1969,"Mansard","CompShg","WdShing","HdBoard","BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493,"BLQ",287,0,780,"GasA","Ex","Y","SBrkr",780,840,0,1620,0,0,2,1,4,1,"TA",7,"Min1",0,"NoData","Attchd",1969,"Fin",2,462,"TA","TA","Y",208,0,0,0,0,0,"NoData","GdWo","NoData",0,4,2007,"WD","Normal",152000,2400,2.5,11.9316423787541,6.20253551718792,6.66057514983969,7.39018142822643
645,20,"FV",85,9187,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121,"Unf",0,645,1766,"GasA","Ex","Y","SBrkr",1766,0,0,1766,1,0,2,1,2,1,"Ex",7,"Typ",1,"Gd","Attchd",2009,"Fin",3,478,"TA","TA","Y",195,130,0,0,0,0,"NoData","NoData","NoData",0,10,2009,"New","Partial",370878,3532,3.5,12.82363114284,7.02286808608264,7.4770384723197,7.47647238116391
647,20,"RL",60,7200,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","NoData","NoData","NoData","NoData",0,"NoData",0,0,0,"GasA","Gd","Y","SBrkr",1048,0,0,1048,0,0,1,0,3,1,"TA",7,"Min1",0,"NoData","Detchd",1950,"Unf",2,420,"TA","TA","Y",0,27,0,0,0,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",98300,1048,1,11.4957894790235,0,0,6.95463886488099
648,20,"RL",85,10452,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",216,"TA","TA","CBlock","TA","TA","Mn","Rec",500,"Unf",0,594,1094,"GasA","Ex","Y","SBrkr",1094,0,0,1094,0,0,1,0,3,1,"TA",5,"Typ",2,"Gd","Attchd",1953,"RFn",2,495,"TA","TA","Y",0,0,0,0,287,0,"NoData","NoData","NoData",0,6,2008,"WD","Normal",155000,2188,1,11.9511868474935,6.21660610108486,6.9985096422506,6.99759598298193
649,60,"RL",70,7700,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",351,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA","TA","Y","SBrkr",1051,788,0,1839,0,0,1,1,4,1,"TA",7,"Typ",1,"TA","Attchd",1966,"Unf",2,442,"TA","TA","Y",0,124,216,0,0,0,"NoData","NoData","NoData",0,6,2010,"WD","Normal",155000,2595,1.5,11.9511868474935,0,6.62936325343745,7.51697722460432
650,180,"RM",21,1936,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,6,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",131,"GLQ",499,0,630,"GasA","Gd","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,"TA",3,"Typ",0,"NoData","NoData",-1,"NoData",0,0,"NoData","NoData","Y",0,0,0,0,0,0,"NoData","MnPrv","NoData",0,12,2007,"WD","Normal",84500,1260,2,11.3445186475948,4.88280192258637,6.44730586254121,6.44571981938558
652,70,"RL",60,9084,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story",4,5,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,755,755,"GasA","TA","Y","SBrkr",755,755,0,1510,1,0,1,0,4,1,"TA",7,"Typ",1,"Gd","Detchd",1940,"Unf",1,296,"Fa","Po","P",120,0,0,0,0,0,"NoData","MnPrv","NoData",0,10,2009,"WD","Normal",108000,2265,2,11.5898957653227,0,6.62804137617953,7.31986492980897
653,60,"RL",70,8750,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,880,880,"GasA","Ex","Y","SBrkr",909,807,0,1716,0,0,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd",1996,"RFn",2,512,"TA","TA","Y",0,120,0,0,0,0,"NoData","NoData","NoData",0,7,2009,"WD","Normal",191000,2596,2.5,12.1600339426172,0,6.78105762593618,7.44775128004791
654,50,"RM",60,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,1906,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA","Ex","Y","SBrkr",756,713,0,1469,0,0,1,0,3,1,"TA",7,"Typ",0,"NoData","Detchd",1906,"Unf",1,216,"TA","TA","Y",57,0,239,0,0,0,"NoData","MnPrv","NoData",0,6,2008,"WD","Normal",135000,2225,1,11.8130374648005,0,6.62936325343745,7.29233717617388
655,20,"RL",91,10437,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,6,1995,1995,"Hip","CompShg","MetalSd","MetalSd","BrkFace",660,"Gd","Gd","PConc","Gd","TA","Gd","GLQ",1696,"Unf",0,413,2109,"GasA","Ex","Y","SBrkr",2113,0,0,2113,1,0,2,1,2,1,"Gd",7,"Typ",1,"TA","Attchd",1995,"Fin",3,839,"TA","TA","Y",236,46,0,0,0,0,"NoData","NoData","NoData",0,8,2008,"WD","Normal",350000,4222,3.5,12.7656912906044,7.43661726523423,7.65444322647011,7.65586401761606
656,160,"RM",21,1680,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","ImStucc","BrkFace",381,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,525,525,"GasA","TA","Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"TA",6,"Typ",0,"NoData","Detchd",1971,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,3,2010,"WD","Family",88000,1617,1.5,11.3851034570321,0,6.26530121273771,6.99576615630485
657,20,"RL",72,10007,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,2006,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,"Gd","TA","CBlock","TA","TA","No","ALQ",806,"Unf",0,247,1053,"GasA","Ex","Y","SBrkr",1053,0,0,1053,1,0,1,1,3,1,"Gd",5,"Typ",0,"NoData","Attchd",1959,"RFn",1,312,"TA","TA","Y",0,0,0,0,0,0,"NoData","MnPrv","NoData",0,8,2008,"WD","Normal",145500,2106,2.5,11.8879382384223,6.69332366826995,6.96034772910131,6.95939851213398
658,70,"RL",60,7200,"Pave","NoData","Reg","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",7,6,1931,2000,"Gable","CompShg","Stucco","Wd Shng","None",0,"TA","Fa","BrkTil","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA","TA","Y","SBrkr",851,651,0,1502,0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",1931,"RFn",1,270,"TA","TA","P",0,0,112,0,0,0,"NoData","MnPrv","NoData",0,2,2008,"WD","Normal",149000,2278,1.5,11.9117082963145,0,6.65544035036765,7.31455283232408
659,50,"RL",78,17503,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,912,912,"GasA","TA","Y","SBrkr",912,546,0,1458,0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Attchd",1948,"Unf",1,330,"TA","TA","Y",192,0,0,0,0,0,"NoData","NoData","NoData",0,1,2010,"WD","Abnorml",97500,2370,1.5,11.4876179133436,0,6.81673588059497,7.2848209125686
660,20,"RL",75,9937,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1964,1999,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","BLQ",637,"Unf",0,849,1486,"GasA","Ex","Y","SBrkr",1486,0,0,1486,1,0,1,0,3,1,"TA",7,"Typ",0,"NoData","Detchd",1968,"Fin",2,480,"TA","TA","Y",0,0,0,0,0,0,"NoData","MnPrv","NoData",0,3,2009,"WD","Normal",167000,2972,2,12.0257550794049,6.45833828334479,7.30451594646016,7.3038432252777
662,60,"RL",52,46589,"Pave","NoData","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1994,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",528,"Gd","TA","PConc","Gd","Gd","No","GLQ",1361,"Rec",180,88,1629,"GasA","Ex","Y","SBrkr",1686,762,0,2448,1,0,2,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994,"RFn",3,711,"TA","TA","Y",517,76,0,0,0,0,"NoData","NoData","NoData",0,7,2009,"WD","Normal",402000,4077,3.5,12.9042098551603,7.21670948670946,7.39633529380081,7.80302664363222
663,20,"RL",120,13560,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,3,1968,1968,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",216,"TA","TA","CBlock","Fa","Fa","No","Unf",0,"Unf",0,1392,1392,"GasA","Gd","Y","SBrkr",1392,0,0,1392,1,0,1,0,2,1,"TA",5,"Maj2",2,"TA","Attchd",1968,"RFn",2,576,"TA","TA","Y",0,0,240,0,0,0,"NoData","NoData","NoData",0,7,2009,"WD","Normal",110000,2784,2,11.6082447356423,0,7.23921497377981,7.23849684089437
664,85,"RL",90,10012,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","SFoyer",4,5,1972,1972,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",920,"Rec",180,38,1138,"GasA","TA","Y","SBrkr",1181,0,0,1181,1,0,2,0,3,1,"TA",6,"Typ",0,"NoData","Detchd",1974,"RFn",2,588,"TA","TA","Y",0,0,180,0,0,0,"NoData","MnPrv","NoData",0,4,2008,"WD","Normal",137500,2319,3,11.8313864687896,6.82546003625531,7.03790596344718,7.07411681619736
665,20,"RL",49,20896,"Pave","NoData","IR2","Lvl","AllPub","CulDSac","Gtl","Somerst","RRAn","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1721,"Unf",0,356,2077,"GasA","Ex","Y","SBrkr",2097,0,0,2097,1,0,1,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd",2005,"Fin",3,1134,"TA","TA","Y",192,267,0,0,0,0,"NoData","NoData","NoData",0,1,2006,"New","Partial",423000,4174,2.5,12.9551298220918,7.45124168498768,7.63916117165917,7.64826303090192
666,60,"RL",106,11194,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1406,1406,"GasA","Ex","Y","SBrkr",1454,482,0,1936,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2000,"RFn",2,504,"TA","TA","Y",188,124,0,0,0,0,"NoData","NoData","NoData",0,11,2006,"WD","Normal",230500,3342,2.5,12.3480104798042,0,7.24921505711439,7.56837926783652
668,20,"RL",65,8125,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1994,1998,"Gable","CompShg","HdBoard","HdBoard","BrkFace",258,"TA","TA","PConc","Gd","TA","No","GLQ",1138,"Unf",0,270,1408,"GasA","Ex","Y","SBrkr",1679,0,0,1679,1,0,2,0,3,1,"Gd",7,"Typ",1,"Fa","Attchd",1994,"RFn",2,575,"TA","TA","Y",224,42,0,0,0,0,"NoData","NoData","NoData",0,10,2008,"WD","Normal",193500,3087,3,12.1730379593973,7.03790596344718,7.25063551189868,7.42595365707754
670,30,"RL",80,11600,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",4,5,1922,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,700,700,"GasA","Ex","Y","SBrkr",1180,0,0,1180,0,0,1,0,2,1,"Fa",5,"Typ",1,"Gd","Detchd",1922,"Unf",1,252,"TA","Fa","Y",0,0,67,0,0,0,"NoData","NoData","NoData",0,7,2006,"WD","Normal",137500,1880,1,11.8313864687896,0,6.55250788703459,7.07326971745971
671,60,"RL",64,8633,"Pave","NoData","Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",193,"Unf",0,545,738,"GasA","Ex","Y","SBrkr",738,738,0,1476,1,0,2,1,3,1,"Gd",7,"Typ",0,"NoData","Attchd",2005,"Fin",2,540,"TA","TA","Y",100,35,0,0,0,0,"NoData","NoData","NoData",0,2,2009,"WD","Normal",173500,2214,3.5,12.0639386420412,5.26785815906333,6.6052979209482,7.29709100516042
672,70,"RH",54,6629,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story",6,6,1925,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",551,"Unf",0,121,672,"GasA","TA","N","SBrkr",697,672,0,1369,1,0,2,0,3,1,"TA",6,"Typ",0,"NoData","Detchd",1930,"Unf",1,300,"TA","TA","Y",147,0,0,0,0,0,"NoData","NoData","NoData",0,7,2009,"WD","Normal",103600,2041,3,11.5483022612706,6.31354804627709,6.51174532964473,7.22183582528845
674,20,"RL",110,14442,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,7,1957,2004,"Hip","CompShg","CemntBd","CmentBd","BrkFace",106,"TA","TA","PConc","TA","TA","No","GLQ",1186,"Unf",0,291,1477,"GasA","Ex","Y","SBrkr",1839,0,0,1839,1,0,2,0,3,1,"Gd",7,"Typ",2,"TA","Attchd",1957,"Fin",2,416,"TA","TA","Y",0,87,0,0,200,0,"NoData","NoData","NoData",0,6,2007,"WD","Normal",257500,3316,3,12.4587788825735,7.07918439460967,7.29844510150815,7.51697722460432
675,20,"RL",80,9200,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1965,1965,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Rec",892,"Unf",0,244,1136,"GasA","TA","Y","SBrkr",1136,0,0,1136,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Attchd",1965,"RFn",1,384,"TA","TA","Y",426,0,0,0,0,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",140000,2272,2,11.8494048444231,6.7945865808765,7.03614849375054,7.0352685992811
676,160,"RL",24,2289,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",311,"Unf",0,544,855,"GasA","TA","Y","SBrkr",855,586,0,1441,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1978,"Unf",2,440,"TA","TA","Y",28,0,0,0,0,0,"NoData","NoData","NoData",0,4,2009,"WD","Normal",148500,2296,2.5,11.908346971209,5.74300318780948,6.75227037614174,7.27309259599952
677,70,"RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,2,1900,1950,"Gable","CompShg","AsbShng","Stucco","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,1095,1095,"GasW","Fa","N","SBrkr",1095,679,0,1774,1,0,2,0,4,2,"TA",8,"Min2",0,"NoData","2Types",1920,"Unf",3,779,"Fa","Fa","N",0,0,90,0,0,0,"NoData","NoData","NoData",0,5,2006,"WD","Normal",87000,2869,3,11.3736748918235,0,6.99942246750796,7.48099216286952
678,30,"RL",52,9022,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,8,1924,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,768,768,"GasA","Ex","Y","SBrkr",792,0,0,792,0,0,1,0,2,1,"Gd",5,"Typ",0,"NoData","Detchd",1924,"Unf",1,240,"Fa","Fa","N",316,0,120,0,0,0,"NoData","NoData","NoData",0,5,2009,"WD","Normal",109500,1560,1,11.6036889606171,0,6.64509096950564,6.67456139181443
679,20,"RL",80,11844,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",464,"Gd","TA","PConc","Ex","TA","Mn","Unf",0,"Unf",0,2046,2046,"GasA","Ex","Y","SBrkr",2046,0,0,2046,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,834,"TA","TA","Y",322,82,0,0,0,0,"NoData","NoData","NoData",0,7,2009,"New","Partial",372500,4092,2.5,12.8279950013619,0,7.62413058566129,7.62364194651157
681,120,"RL",50,8012,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",543,"BLQ",119,261,923,"GasA","TA","Y","SBrkr",923,0,0,923,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1980,"RFn",1,264,"TA","TA","Y",80,0,0,0,0,0,"NoData","NoData","NoData",0,5,2010,"WD","Normal",143000,1846,2,11.8706069022246,6.29894924685594,6.82871207164168,6.82762923450285
682,50,"RH",55,4500,"Pave","Pave","IR2","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,5,1932,2000,"Gable","CompShg","VinylSd","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",182,"Unf",0,611,793,"GasA","Ex","Y","SBrkr",848,672,0,1520,0,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Detchd",1968,"Unf",1,281,"TA","TA","Y",0,0,56,0,0,0,"NoData","NoData","NoData",0,7,2009,"WD","Abnorml",159434,2313,1,11.9793915946358,5.20948615284142,6.67708346124714,7.32646561384032
684,20,"RL",90,11248,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",9,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","Stone",215,"Gd","TA","PConc","Gd","TA","Av","GLQ",1059,"Unf",0,567,1626,"GasA","Ex","Y","SBrkr",1668,0,0,1668,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2002,"Fin",3,702,"TA","TA","Y",257,45,0,0,0,0,"NoData","NoData","NoData",0,7,2007,"WD","Normal",285000,3294,3,12.5602479680166,6.96602418710611,7.39449310721904,7.41938058291869
685,60,"RL",58,16770,"Pave","NoData","IR2","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",30,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1195,1195,"GasA","Gd","Y","SBrkr",1195,644,0,1839,0,0,2,1,4,1,"TA",7,"Typ",0,"NoData","Attchd",1998,"Fin",2,486,"TA","TA","Y",0,81,0,0,0,0,"NoData","NoData","NoData",0,6,2010,"WD","Normal",221000,3034,2.5,12.3059225053765,0,7.08673793451058,7.51697722460432
687,60,"FV",84,10207,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,874,874,"GasA","Ex","Y","SBrkr",874,887,0,1761,0,0,3,0,3,1,"Gd",7,"Typ",0,"NoData","Attchd",2007,"Fin",2,578,"TA","TA","Y",144,105,0,0,0,0,"NoData","NoData","NoData",0,8,2007,"New","Partial",227875,2635,3,12.3365569003422,0,6.77422388635761,7.47363710849621
689,20,"RL",60,8089,"Pave","NoData","Reg","HLS","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","1Story",8,6,2007,2007,"Gable","CompShg","MetalSd","MetalSd","BrkFace",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",945,"Unf",0,474,1419,"GasA","Ex","Y","SBrkr",1419,0,0,1419,1,0,2,0,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",2,567,"TA","TA","Y",140,0,0,0,0,0,"NoData","NoData","NoData",0,10,2007,"New","Partial",392000,2838,3,12.8790196697898,6.85224256905188,7.25841215059531,7.25770767716004
690,120,"RL",61,7577,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","Gd","TA","Av","ALQ",20,"Unf",0,1342,1362,"GasA","Ex","Y","SBrkr",1362,0,0,1362,0,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,460,"TA","TA","Y",192,28,0,0,0,0,"NoData","NoData","NoData",0,6,2007,"WD","Normal",194700,2724,2,12.1792203274539,3.04452243772342,7.21744343169653,7.21670948670946
693,60,"RL",42,26178,"Pave","NoData","IR1","Lvl","AllPub","Inside","Mod","Timber","Norm","Norm","1Fam","2Story",7,5,1989,1990,"Hip","CompShg","MetalSd","MetalSd","BrkFace",293,"Gd","TA","PConc","Gd","TA","Gd","GLQ",965,"Unf",0,245,1210,"GasA","Ex","Y","SBrkr",1238,1281,0,2519,1,0,2,1,4,1,"Gd",9,"Typ",2,"Gd","Attchd",1989,"RFn",2,628,"TA","TA","Y",320,27,0,0,0,0,"NoData","NoData","NoData",0,4,2006,"WD","Normal",335000,3729,3.5,12.7218887958774,6.87316383421252,7.09920174355309,7.83161727635261
694,30,"RL",60,5400,"Pave","NoData","Reg","Lvl","AllPub","Corner","Sev","OldTown","Norm","Norm","1Fam","1Story",5,6,1921,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1073,1073,"GasA","Ex","Y","SBrkr",1073,0,0,1073,0,0,1,0,2,1,"TA",4,"Typ",0,"NoData","Detchd",1968,"Unf",1,326,"TA","TA","Y",0,0,112,0,0,0,"NoData","NoData","NoData",0,12,2006,"WD","Abnorml",108480,2146,1,11.5943303214208,0,6.97914527506881,6.9782137426307
695,50,"RM",51,6120,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,6,1936,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Fa","BrkTil","TA","TA","No","Unf",0,"Unf",0,927,927,"GasA","TA","Y","SBrkr",1067,472,0,1539,0,0,1,1,3,1,"TA",5,"Typ",0,"NoData","Detchd",1995,"Unf",2,576,"TA","TA","Y",112,0,0,0,0,0,"NoData","MnPrv","NoData",0,4,2009,"WD","Normal",141500,2466,1.5,11.8600620631783,0,6.8330317327862,7.33888813383888
696,20,"RL",54,13811,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",6,6,1987,1987,"Gable","CompShg","HdBoard","HdBoard","BrkFace",72,"TA","TA","CBlock","Gd","Gd","No","GLQ",980,"LwQ",40,92,1112,"GasA","Gd","Y","SBrkr",1137,0,0,1137,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1987,"Unf",2,551,"TA","TA","Y",125,0,0,0,0,0,"NoData","NoData","NoData",0,7,2006,"WD","Normal",176000,2249,3,12.0782449558223,6.88857245956536,7.01481435127554,7.03614849375054
697,30,"RM",50,6000,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,7,1921,1950,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",616,"Unf",0,0,616,"GasA","Gd","Y","SBrkr",616,0,0,616,0,0,1,0,2,1,"TA",4,"Typ",0,"NoData","Detchd",1921,"Unf",1,205,"TA","TA","Y",0,0,129,0,0,0,"NoData","NoData","NoData",0,6,2006,"WD","Normal",89000,1232,1,11.3964028846062,6.42486902390539,6.42486902390539,6.42324696353352
698,20,"RL",57,6420,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1952,1952,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Ex","Gd","Mn","LwQ",210,"ALQ",551,219,980,"GasA","Fa","Y","FuseA",1148,0,0,1148,0,1,1,0,2,1,"TA",6,"Typ",0,"NoData","Detchd",1952,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,9,2006,"WD","Normal",123500,2128,1.5,11.7240045321834,5.35185813347607,6.88857245956536,7.04577657687951
